ticker,a,b,c,r2
CRWV,0.00535418844830503,0.4711593262494173,0.010791210713004153,0.9983894175016431
FROG,7.269319255358567e-05,1.016577943255116,0.044327550022976885,0.9999015705439042
SOUN,4.197955759891208e-06,0.9184546163715004,0.005735789432660269,0.9995620863015535
